Airline,FlightNumber,Origin,Op. days,Equipment,Service type,Seats,Departure time,Hub time,Arrival time,Seats,Service type,Equipment,Op. days,Arrival,FlightNumber,Airline
IX,1896,COK,1234567,738,J,189,13:45:00,15:00:00,,,,,,,,
,,,,,,,,15:00:00,16:15:00,312,J,AT7,1 3 5 7,CCJ,7575,6E
,,,,,,,,15:00:00,16:15:00,234,J,AT7, 2 4 6 ,CNN,7575,6E
,,,,,,,,15:00:00,17:05:00,1232,J,7M8,1234567,BBI,1536,IX
,,,,,,,,15:05:00,17:45:00,1624,J,32Q,1234567,CCU,6572,6E
6E,6401,COK,1  4   ,32N,J,372,13:55:00,15:10:00,,,,,,,,
,,,,,,,,15:10:00,18:05:00,1302,J,32N,1234567,DED,852,6E
,,,,,,,,15:10:00,17:30:00,185,J,7M8,2,AMD,1904,QP
6E,1606,DPS,1234567,32N,J,1302,11:20:00,15:10:00,,,,,,,,
6E,498,JAI,1234567,32Q,J,1624,12:35:00,15:10:00,,,,,,,,
,,,,,,,,15:15:00,17:45:00,1624,J,32Q,1234567,VNS,6596,6E
6E,7143,PNY,1234567,AT7,J,546,14:00:00,15:15:00,,,,,,,,
,,,,,,,,15:15:00,16:35:00,1624,J,32Q,1234567,TRV,6427,6E
,,,,,,,,15:15:00,16:35:00,928,J,32Q,12 45  ,GOI,6753,6E
,,,,,,,,15:15:00,16:35:00,696,J,32Q,  3  67,GOI,6753,6E
,,,,,,,,15:20:00,16:45:00,312,J,AT7,1 3 5 7,HBX,7162,6E
,,,,,,,,15:20:00,17:05:00,546,J,AT7,1234567,KLH,7445,6E
,,,,,,,,15:20:00,16:55:00,1295,J,7M8,1234567,PNQ,1315,QP
,,,,,,,,15:20:00,16:30:00,540,J,320,  3 5 7,GOI,1539,IX
,,,,,,,,15:20:00,16:30:00,370,J,7M8,1  4   ,COK,1361,QP
6E,850,DEL,1234567,32Q,J,1540,12:15:00,15:20:00,,,,,,,,
9I,514,SXV,1    6 ,AT7,J,140,14:20:00,15:20:00,,,,,,,,
,,,,,,,,15:25:00,17:55:00,1232,J,7M8,1234567,VNS,1540,IX
6E,302,COK,6,32N,J,186,14:15:00,15:30:00,,,,,,,,
QP,1514,DBR,1234567,7M8,J,1295,12:50:00,15:30:00,,,,,,,,
,,,,,,,,15:30:00,17:00:00,546,J,AT7,1234567,VGA,7223,6E
,,,,,,,,15:35:00,17:00:00,546,J,AT7,1234567,IXM,7207,6E
,,,,,,,,15:35:00,17:20:00,1624,J,32Q,1234567,NAG,6003,6E
IX,5304,TRZ, 2 4   ,7M8,J,368,14:25:00,15:35:00,,,,,,,,
IX,2817,PAT,1234567,7M8,J,1288,13:00:00,15:40:00,,,,,,,,
6E,6209,MAA,1234567,32Q,J,1554,14:35:00,15:40:00,,,,,,,,
6E,6774,CJB,1 34567,32Q,J,1392,14:40:00,15:40:00,,,,,,,,
6E,6774,CJB,2,32Q,J,232,14:40:00,15:40:00,,,,,,,,
,,,,,,,,15:40:00,17:50:00,1624,J,32Q,1234567,BDQ,807,6E
,,,,,,,,15:40:00,17:20:00,744,J,32N,12 4 6 ,IXU,516,6E
,,,,,,,,15:45:00,18:35:00,1540,J,32Q,1234567,DEL,860,6E
,,,,,,,,15:45:00,16:45:00,1323,J,73H,1234567,MAA,674,SG
6E,633,GOI,1234567,32Q,J,1624,14:25:00,15:45:00,,,,,,,,
,,,,,,,,15:50:00,16:50:00,372,J,32N,1  4   ,COK,2138,6E
IX,1240,JAI,1234567,7M8,J,1323,13:10:00,15:50:00,,,,,,,,
6E,6405,HYD,1234567,32Q,J,1624,14:30:00,15:50:00,,,,,,,,
IX,1520,LKO,12 4567,7M8,J,972,13:10:00,15:50:00,,,,,,,,
,,,,,,,,15:50:00,18:20:00,1624,J,32Q,1234567,JAI,469,6E
AI,2417,DEL,2345,32N,J,656,13:00:00,15:55:00,,,,,,,,
,,,,,,,,15:55:00,16:55:00,210,J,AT7, 2 4 6 ,SXV,513,9I
AI,2417,DEL,1    67,32N,J,492,13:00:00,15:55:00,,,,,,,,
,,,,,,,,16:00:00,17:45:00,1540,J,32Q,1234567,BOM,5031,6E
,,,,,,,,16:00:00,17:10:00,546,J,AT7,1234567,PNY,7142,6E
IX,2023,GOI,1 3 5 7,7M8,J,704,14:45:00,16:05:00,,,,,,,,
6E,2519,HDO,1234567,32N,J,1302,13:00:00,16:05:00,,,,,,,,
IX,2023,GOI, 2 4 6 ,7M8,J,552,14:45:00,16:05:00,,,,,,,,
6E,1044,LGK,  3 5 7,32N,J,558,15:00:00,16:10:00,,,,,,,,
6E,176,DEL,1234567,32Q,J,1540,13:15:00,16:10:00,,,,,,,,
6E,455,CCU,1    67,32Q,J,696,13:25:00,16:10:00,,,,,,,,
6E,455,LKO,3,32Q,J,232,13:45:00,16:10:00,,,,,,,,
6E,455,LKO, 2 45  ,32Q,J,696,13:30:00,16:10:00,,,,,,,,
IX,1406,LKO,3,7M8,J,162,13:35:00,16:10:00,,,,,,,,
,,,,,,,,16:10:00,17:10:00,312,J,AT7,1 3 5 7,CJB,7407,6E
,,,,,,,,16:10:00,19:40:00,480,J,7M8,1 3 5  ,ADD,691,ET
,,,,,,,,16:10:00,17:10:00,234,J,AT7, 2 4 6 ,CJB,7407,6E
,,,,,,,,16:15:00,17:30:00,945,J,738,34567,COK,2608,IX
,,,,,,,,16:15:00,17:30:00,189,J,738,1234567,COK,2608,IX
,,,,,,,,16:15:00,17:30:00,186,J,738,2,COK,2608,IX
QP,1851,IXB,  3 567,7M8,J,740,13:20:00,16:20:00,,,,,,,,
6E,302,PNQ, 2345 7,32N,J,930,14:40:00,16:20:00,,,,,,,,
6E,302,PNQ,1,32N,J,186,14:40:00,16:20:00,,,,,,,,
,,,,,,,,16:20:00,18:55:00,1302,J,32N,1234567,LKO,451,6E
,,,,,,,,16:20:00,19:20:00,1554,J,32Q,1234567,IXC,851,6E
,,,,,,,,16:25:00,19:30:00,1624,J,32Q,1234567,GAU,6774,6E
6E,5382,BOM,1234567,32Q,J,1540,14:30:00,16:25:00,,,,,,,,
,,,,,,,,16:25:00,19:25:00,1288,J,7M8,1234567,IXC,1089,IX
6E,6496,IXJ,12 4 6 ,32N,J,744,12:55:00,16:25:00,,,,,,,,
IX,2506,TRZ,1234567,7M8,J,1134,15:15:00,16:25:00,,,,,,,,
6E,6536,BBI,1234567,32Q,J,1624,14:15:00,16:25:00,,,,,,,,
IX,2882,GAU,1234567,7M8,J,1134,13:05:00,16:30:00,,,,,,,,
RA,225,KTM, 2   6 ,320,J,316,13:45:00,16:30:00,,,,,,,,
,,,,,,,,16:30:00,17:45:00,1624,J,32Q,1234567,HYD,6067,6E
,,,,,,,,16:30:00,19:25:00,1148,J,32N,1234567,DEL,2418,AI
QF,67,SYD,12 4567,332,J,1530,09:05:00,16:35:00,,,,,,,,
,,,,,,,,16:35:00,19:45:00,1323,J,7M8,1234567,GAU,2945,IX
6E,6588,JLR,1234567,32N,J,1302,14:30:00,16:35:00,,,,,,,,
IX,2718,PNQ, 2 4   ,320,J,360,14:55:00,16:40:00,,,,,,,,
6E,6532,IXD,12  5 7,32N,J,744,14:15:00,16:40:00,,,,,,,,
6E,5309,VTZ,1234567,32A,J,1260,14:55:00,16:40:00,,,,,,,,
,,,,,,,,16:40:00,17:45:00,534,J,7M8, 2 4 6 ,IXE,2924,IX
IX,2718,PNQ,1 3 5 7,7M8,J,736,14:55:00,16:40:00,,,,,,,,
,,,,,,,,16:40:00,17:55:00,1116,J,32N,12 4567,GOX,309,6E
,,,,,,,,16:40:00,17:55:00,186,J,32N,3,GOI,309,6E
6E,6739,IDR,1234567,32Q,J,1624,14:40:00,16:45:00,,,,,,,,
,,,,,,,,16:45:00,19:15:00,1302,J,32N,1234567,PAT,6451,6E
,,,,,,,,16:50:00,18:30:00,552,J,7M8, 2 4 6 ,VTZ,2023,IX
,,,,,,,,16:50:00,19:00:00,1624,J,32Q,1234567,AMD,239,6E
,,,,,,,,16:50:00,18:30:00,704,J,7M8,1 3 5 7,VTZ,2023,IX
,,,,,,,,16:55:00,19:10:00,196,J,321,2,AUH,237,EY
,,,,,,,,16:55:00,19:35:00,1134,J,7M8,1234567,PAT,1504,IX
,,,,,,,,16:55:00,19:10:00,316,J,32A,   4 6 ,AUH,237,EY
,,,,,,,,17:00:00,18:00:00,1302,J,32N,1234567,IXE,109,6E
,,,,,,,,17:00:00,19:50:00,1540,J,32Q,1234567,DEL,6039,6E
S5,182,GOX,1234 6 ,E75,J,380,15:50:00,17:00:00,,,,,,,,
6E,7177,KJB, 2 4 6 ,AT7,J,234,15:50:00,17:00:00,,,,,,,,
6E,6036,KNU,1 3 5  ,32N,J,558,14:35:00,17:05:00,,,,,,,,
6E,6036,KNU,6,32N,J,186,14:35:00,17:05:00,,,,,,,,
6E,1862,MRU,1234567,32N,J,1302,09:30:00,17:05:00,,,,,,,,
6E,509,RDP,1234567,32N,J,1302,14:25:00,17:05:00,,,,,,,,
,,,,,,,,17:05:00,19:55:00,744,J,32N,12 4 6 ,CCU,223,6E
,,,,,,,,17:05:00,19:55:00,696,J,32Q,  3 5 7,CCU,223,6E
6E,306,IXE,1234567,32N,J,1302,16:05:00,17:10:00,,,,,,,,
,,,,,,,,17:10:00,18:35:00,1134,J,7M8,1234567,TRV,2506,IX
,,,,,,,,17:10:00,19:15:00,546,J,AT7,1234567,RJA,7231,6E
,,,,,,,,17:15:00,19:25:00,558,J,32N,  3 5 7,BHO,6465,6E
,,,,,,,,17:15:00,19:05:00,1302,J,32N,1234567,NAG,6891,6E
IX,1604,IXC,1234567,7M8,J,1323,14:05:00,17:15:00,,,,,,,,
,,,,,,,,17:15:00,19:25:00,928,J,32Q,12 4 6 ,BHO,6465,6E
,,,,,,,,17:15:00,18:10:00,1624,J,32Q,1234567,MAA,356,6E
6E,6538,DGH,1234567,32Q,J,1624,14:45:00,17:20:00,,,,,,,,
6E,847,MAA,1234567,32Q,J,1624,16:15:00,17:20:00,,,,,,,,
,,,,,,,,17:20:00,19:15:00,372,J,32N,123 567,STV,6008,6E
,,,,,,,,17:20:00,19:15:00,372,J,32N,12  5 7,STV,6008,6E
6E,5071,BOM,234567,32Q,J,1320,15:35:00,17:25:00,,,,,,,,
6E,7712,TRZ,2,AT7,J,78,16:10:00,17:25:00,,,,,,,,
6E,828,DEL,1234567,32Q,J,1540,14:30:00,17:25:00,,,,,,,,
6E,6357,IXZ,1234567,32Q,J,1624,14:50:00,17:25:00,,,,,,,,
6E,7712,TRZ,1 34567,AT7,J,468,16:10:00,17:25:00,,,,,,,,
IX,2891,STV,1234567,7M8,J,1134,15:30:00,17:30:00,,,,,,,,
,,,,,,,,17:30:00,19:15:00,1540,J,32Q,1234567,BOM,5255,6E
,,,,,,,,17:30:00,20:45:00,316,J,320, 2   6 ,KTM,226,RA
,,,,,,,,17:30:00,19:20:00,1624,J,32Q,1234567,RPR,978,6E
6E,332,BEK, 2 4  7,32N,J,558,14:45:00,17:35:00,,,,,,,,
,,,,,,,,17:35:00,19:20:00,736,J,7M8,1 3 5 7,PNQ,2913,IX
6E,738,COK,1 34567,32Q,J,1392,16:20:00,17:35:00,,,,,,,,
,,,,,,,,17:35:00,19:20:00,540,J,320, 2 4 6 ,PNQ,2913,IX
,,,,,,,,17:35:00,20:25:00,1134,J,7M8,1234567,DEL,1040,IX
AI,2853,BOM,1234567,32N,J,1148,15:25:00,17:35:00,,,,,,,,
6E,738,CJB,2,32Q,J,232,16:30:00,17:40:00,,,,,,,,
6E,1128,MLE,12 4 6 ,32Q,J,928,15:15:00,17:40:00,,,,,,,,
IX,1581,IXE,1234567,7M8,J,1232,16:35:00,17:40:00,,,,,,,,
6E,1128,MLE,  3 5 7,32Q,J,696,15:15:00,17:40:00,,,,,,,,
,,,,,,,,17:40:00,18:55:00,720,J,32A,12 45  ,GOI,6168,6E
,,,,,,,,17:40:00,18:50:00,558,J,738,1 3 5  ,TRZ,5306,IX
,,,,,,,,17:40:00,18:55:00,540,J,32A,  3  67,GOI,6168,6E
,,,,,,,,17:45:00,19:40:00,185,J,7M8,4,BOM,1986,QP
,,,,,,,,17:45:00,20:10:00,1302,J,32N,1234567,IXR,221,6E
QP,1335,DEL,3,7M8,J,185,14:55:00,17:45:00,,,,,,,,
IX,2793,IXZ,1234567,32N,J,1302,15:05:00,17:45:00,,,,,,,,
6E,314,HYD,1234567,32Q,J,1624,16:30:00,17:50:00,,,,,,,,
6E,958,CCU,1234567,32Q,J,1624,15:10:00,17:50:00,,,,,,,,
AI,2819,DEL,1234567,32N,J,1148,15:00:00,17:55:00,,,,,,,,
IX,1507,DED,1234567,7M8,J,1232,14:45:00,17:55:00,,,,,,,,
IX,873,KTM,1234567,7M8,J,1134,14:55:00,17:55:00,,,,,,,,
,,,,,,,,17:55:00,19:25:00,546,J,AT7,1234567,IXG,7226,6E
,,,,,,,,17:55:00,19:50:00,1302,J,32N,1234567,IDR,747,6E
,,,,,,,,18:00:00,19:45:00,1295,J,7M8,1234567,NMI,2002,QP
,,,,,,,,18:00:00,20:45:00,1148,J,32N,1234567,DEL,2820,AI
,,,,,,,,18:00:00,19:05:00,1624,J,32Q,1234567,COK,144,6E
6E,6428,TRV,12 4 6 ,32Q,J,928,16:50:00,18:05:00,,,,,,,,
,,,,,,,,18:05:00,20:05:00,1148,J,32N,1234567,BOM,2854,AI
IX,1538,CCU,1234567,7M8,J,1232,15:15:00,18:05:00,,,,,,,,
6E,6428,TRV,  3 5 7,32Q,J,696,16:50:00,18:05:00,,,,,,,,
6E,6508,HSR,1234567,32N,J,1302,15:55:00,18:10:00,,,,,,,,
6E,7576,CCJ,1 3 5 7,AT7,J,312,16:40:00,18:10:00,,,,,,,,
6E,7576,CNN, 2 4 6 ,AT7,J,234,16:40:00,18:10:00,,,,,,,,
AI,2664,DEL,1234567,359,J,2212,15:30:00,18:10:00,,,,,,,,
IC,3411,HBX,1234567,AT7,J,504,16:55:00,18:15:00,,,,,,,,
,,,,,,,,18:15:00,21:05:00,1540,J,32Q,1234567,DEL,6034,6E
,,,,,,,,18:15:00,20:55:00,1134,J,7M8,1234567,LKO,1541,IX
,,,,,,,,18:15:00,19:15:00,1624,J,32Q,1234567,MAA,6017,6E
,,,,,,,,18:15:00,20:40:00,1392,J,32Q,1 34567,VNS,738,6E
,,,,,,,,18:15:00,20:40:00,232,J,32Q,2,VNS,738,6E
6E,6754,GOI,123456,32Q,J,1392,17:05:00,18:20:00,,,,,,,,
,,,,,,,,18:20:00,20:50:00,1624,J,32Q,1234567,JAI,6141,6E
,,,,,,,,18:20:00,19:20:00,712,J,7M8,1 3 5 7,CCJ,5313,IX
,,,,,,,,18:20:00,19:20:00,378,J,738, 2   6 ,CCJ,1365,IX
,,,,,,,,18:20:00,19:20:00,178,J,7M8,4,CCJ,1365,IX
IX,1345,HYD,1234567,7M8,J,1232,16:50:00,18:20:00,,,,,,,,
6E,6754,GOI,7,32Q,J,232,17:05:00,18:20:00,,,,,,,,
6E,942,AGR,1234567,32N,J,1302,15:45:00,18:25:00,,,,,,,,
6E,6548,ISK,1234567,32Q,J,1624,16:35:00,18:25:00,,,,,,,,
,,,,,,,,18:25:00,21:20:00,189,J,73H,6,DEL,189,SG
,,,,,,,,18:25:00,21:15:00,185,J,7M8,3,DEL,1336,QP
,,,,,,,,18:25:00,20:10:00,1232,J,7M8,1234567,NMI,1581,IX
,,,,,,,,18:30:00,19:55:00,234,J,AT7, 2 4 6 ,HBX,7162,6E
,,,,,,,,18:30:00,10:15:00,1530,J,332,12 4567,SYD,68,QF
QP,1504,BBI,1234567,7M8,J,1295,16:20:00,18:30:00,,,,,,,,
,,,,,,,,18:30:00,21:10:00,1624,J,32Q,1234567,CCU,676,6E
6E,137,PNQ,1234567,32N,J,1302,16:55:00,18:35:00,,,,,,,,
,,,,,,,,18:35:00,19:45:00,1624,J,32Q,1234567,HYD,638,6E
,,,,,,,,18:40:00,20:30:00,1302,J,32N,1234567,NAG,2793,IX
6E,880,DEL,1234567,32Q,J,1540,15:45:00,18:40:00,,,,,,,,
,,,,,,,,18:40:00,19:45:00,546,J,AT7,1234567,CJB,7581,6E
6E,365,MAA,12 4 6 ,32N,J,744,17:40:00,18:45:00,,,,,,,,
,,,,,,,,18:45:00,20:15:00,1624,J,32Q,1234567,CMB,1183,6E
,,,,,,,,18:45:00,20:15:00,504,J,AT7,1234567,HBX,3412,IC
6E,6934,NAG,3,32N,J,186,16:55:00,18:45:00,,,,,,,,
6E,7012,CJB,1,AT7,J,78,17:30:00,18:45:00,,,,,,,,
6E,7012,CJB,23456,AT7,J,390,17:30:00,18:45:00,,,,,,,,
6E,7012,CJB,7,AT7,J,78,17:30:00,18:45:00,,,,,,,,
IX,1168,SXR,1234567,7M8,J,1323,15:10:00,18:50:00,,,,,,,,
IX,2115,COK, 2   6 ,738,J,378,17:35:00,18:50:00,,,,,,,,
IX,2115,COK,1 3 5 7,738,J,744,17:35:00,18:50:00,,,,,,,,
IX,2115,COK,4,7M8,J,178,17:35:00,18:50:00,,,,,,,,
,,,,,,,,18:50:00,20:15:00,232,J,32Q,6,PNQ,105,6E
,,,,,,,,18:50:00,20:15:00,1392,J,32Q,12345 7,PNQ,105,6E
,,,,,,,,18:50:00,19:45:00,1116,J,32N,1234567,IXE,6162,6E
6E,7163,IXM,1234567,AT7,J,546,17:25:00,18:55:00,,,,,,,,
,,,,,,,,18:55:00,21:30:00,1232,J,7M8,1234567,CCU,1871,IX
,,,,,,,,18:55:00,21:00:00,1302,J,32N,1234567,BBI,411,6E
IX,2963,IXB,1   5 7,7M8,J,567,16:00:00,18:55:00,,,,,,,,
6E,5221,BOM,1234567,32Q,J,1540,17:00:00,18:55:00,,,,,,,,
IX,2963,IXB,  3  67,738,J,378,16:00:00,18:55:00,,,,,,,,
IX,896,RUH,1   5 7,7M8,J,534,11:30:00,18:55:00,,,,,,,,
IX,2963,IXB,4,738,J,186,16:00:00,18:55:00,,,,,,,,
,,,,,,,,19:00:00,20:30:00,1302,J,32N,1234567,VTZ,969,6E
,,,,,,,,19:00:00,20:20:00,1232,J,7M8,1234567,GOI,1538,IX
,,,,,,,,19:00:00,21:45:00,1148,J,32N,1234567,DEL,2802,AI
,,,,,,,,19:00:00,21:05:00,1148,J,32N,1234567,BOM,2610,AI
IX,1368,IDR, 2 4 6 ,7M8,J,528,17:00:00,19:05:00,,,,,,,,
,,,,,,,,19:05:00,20:45:00,1540,J,32Q,1234567,BOM,6283,6E
,,,,,,,,19:05:00,20:15:00,1232,J,7M8,1234567,HYD,1250,IX
IX,1368,IDR,1 3 5 7,7M8,J,712,17:00:00,19:05:00,,,,,,,,
QP,624,HKT,1234567,7M8,J,1295,16:10:00,19:05:00,,,,,,,,
6E,6417,HYD,1234567,32N,J,1302,17:45:00,19:05:00,,,,,,,,
6E,7224,VGA,1234567,AT7,J,546,17:20:00,19:10:00,,,,,,,,
6E,388,IXE, 2 4 6 ,32N,J,558,18:10:00,19:10:00,,,,,,,,
IX,883,BKK,1234567,32N,J,1302,16:45:00,19:10:00,,,,,,,,
,,,,,,,,19:10:00,20:25:00,1116,J,32N,123456,GOI,6554,6E
,,,,,,,,19:10:00,20:25:00,186,J,32N,7,GOI,6554,6E
,,,,,,,,19:15:00,21:35:00,1624,J,32Q,1234567,LKO,903,6E
,,,,,,,,19:15:00,20:15:00,1302,J,32N,1234567,CCJ,152,6E
AI,2817,DEL,1234567,32N,J,1148,16:30:00,19:15:00,,,,,,,,
QP,1316,PNQ,1234567,7M8,J,1295,17:35:00,19:15:00,,,,,,,,
6E,863,AMD,1234567,32N,J,1302,16:55:00,19:15:00,,,,,,,,
6E,388,IXE,1 3 5 7,32N,J,744,18:10:00,19:15:00,,,,,,,,
EK,566,DXB,1234567,77W,J,2478,13:45:00,19:20:00,,,,,,,,
,,,,,,,,19:20:00,20:50:00,546,J,AT7,1234567,VGA,7134,6E
6E,525,IXA, 2  5  ,32N,J,372,16:20:00,19:25:00,,,,,,,,
,,,,,,,,19:25:00,22:00:00,1134,J,7M8,1234567,JAI,1526,IX
IX,2932,GAU,1234567,7M8,J,1232,16:05:00,19:25:00,,,,,,,,
6E,525,IXA,1 3   7,32N,J,558,16:20:00,19:25:00,,,,,,,,
6E,525,IXA,   4 6 ,32N,J,372,16:20:00,19:25:00,,,,,,,,
,,,,,,,,19:25:00,20:40:00,234,J,AT7,  3  67,TRZ,7165,6E
,,,,,,,,19:25:00,20:40:00,312,J,AT7,12 45  ,TRZ,7165,6E
QP,1822,DEL,1234567,7M8,J,1295,16:40:00,19:30:00,,,,,,,,
,,,,,,,,19:30:00,22:15:00,1540,J,32Q,1234567,DEL,870,6E
IX,2002,AMD,1234567,32N,J,1302,17:10:00,19:30:00,,,,,,,,
,,,,,,,,19:30:00,20:35:00,744,J,32N,12 4 6 ,MAA,6012,6E
6E,517,IXU,4,32N,J,186,17:50:00,19:30:00,,,,,,,,
6E,517,IXU, 2   6 ,32N,J,372,17:50:00,19:30:00,,,,,,,,
6E,517,IXU,1,32N,J,186,17:50:00,19:30:00,,,,,,,,
IX,2176,IXR,234567,32N,J,1116,17:05:00,19:30:00,,,,,,,,
IX,2176,IXR,1,320,J,180,17:05:00,19:30:00,,,,,,,,
6E,909,NAG,1234567,32Q,J,1624,17:50:00,19:35:00,,,,,,,,
AI,2849,BOM,1234567,32N,J,1148,17:30:00,19:35:00,,,,,,,,
,,,,,,,,19:35:00,21:10:00,70,J,AT7,5,GOI,547,9I
,,,,,,,,19:35:00,20:40:00,178,J,7M8,4,COK,2116,IX
,,,,,,,,19:35:00,20:40:00,189,J,738,6,COK,2116,IX
,,,,,,,,19:35:00,20:40:00,186,J,738,123 5 7,COK,2116,IX
,,,,,,,,19:35:00,20:40:00,558,J,738,  3 5 7,COK,2116,IX
,,,,,,,,19:35:00,20:40:00,189,J,738,2,COK,2116,IX
6E,429,IXC,1234567,32Q,J,1624,16:40:00,19:40:00,,,,,,,,
,,,,,,,,19:40:00,22:40:00,2212,J,359,1234567,DEL,2665,AI
,,,,,,,,19:40:00,21:00:00,546,J,AT7,1234567,IXM,7586,6E
6E,757,CCU,1234567,32Q,J,1624,17:00:00,19:40:00,,,,,,,,
,,,,,,,,19:40:00,20:50:00,1323,J,7M8,1234567,MAA,1168,IX
6E,435,LKO,3456,32N,J,744,17:05:00,19:45:00,,,,,,,,
,,,,,,,,19:45:00,21:00:00,1302,J,32N,1234567,HYD,855,6E
6E,435,LKO,1     7,32N,J,372,17:05:00,19:45:00,,,,,,,,
6E,435,LKO,2,32N,J,186,17:05:00,19:45:00,,,,,,,,
QP,1133,BOM,1234567,7M8,J,1295,18:05:00,19:45:00,,,,,,,,
6E,6298,GOX,12 4567,32N,J,1116,18:25:00,19:50:00,,,,,,,,
6E,6298,GOI,3,32N,J,186,18:25:00,19:50:00,,,,,,,,
,,,,,,,,19:50:00,21:00:00,712,J,7M8,1 3 5 7,IXE,2924,IX
,,,,,,,,19:50:00,23:10:00,189,J,7M8,7,JED,941,IX
EY,238,AUH,3,320,J,158,14:15:00,19:55:00,,,,,,,,
,,,,,,,,19:55:00,20:55:00,1302,J,32N,1234567,CJB,6875,6E
EY,238,AUH,4,789,J,226,14:15:00,19:55:00,,,,,,,,
,,,,,,,,19:55:00,21:20:00,378,J,738,  3  67,TRV,1367,IX
,,,,,,,,19:55:00,21:20:00,567,J,7M8,1   5 7,TRV,1367,IX
6E,837,DEL,1234567,32Q,J,1540,17:00:00,19:55:00,,,,,,,,
,,,,,,,,19:55:00,21:20:00,372,J,738, 2 4   ,TRV,1367,IX
EY,238,AUH,2,789,J,303,14:15:00,19:55:00,,,,,,,,
,,,,,,,,19:55:00,22:25:00,1246,J,7M8,1234567,DXB,921,IX
EY,238,AUH,1     7,32A,J,316,14:15:00,19:55:00,,,,,,,,
EY,238,AUH,56,789,J,580,14:15:00,19:55:00,,,,,,,,
,,,,,,,,20:00:00,22:45:00,656,J,32N,1 3456 ,DEL,2818,AI
,,,,,,,,20:00:00,23:30:00,189,J,7M8,1,JED,941,IX
,,,,,,,,20:00:00,21:35:00,1295,J,7M8,1234567,PNQ,1317,QP
,,,,,,,,20:00:00,22:45:00,328,J,32N, 2    7,DEL,2818,AI
,,,,,,,,20:00:00,22:45:00,164,J,32N,1234567,DEL,2818,AI
,,,,,,,,20:00:00,22:10:00,1624,J,32Q,1234567,AMD,6423,6E
,,,,,,,,20:00:00,23:25:00,189,J,7M8,4,JED,941,IX
IX,1408,IXB,2,32N,J,186,17:00:00,20:05:00,,,,,,,,
IX,1408,IXB,1 34567,32N,J,1116,17:00:00,20:05:00,,,,,,,,
6E,6783,HYD,1234567,32N,J,1302,18:45:00,20:05:00,,,,,,,,
6E,189,MAA,1234567,32N,J,1302,19:05:00,20:10:00,,,,,,,,
,,,,,,,,20:10:00,22:00:00,744,J,32N,1234567,DOH,931,IX
,,,,,,,,20:10:00,21:45:00,1302,J,32N,1234567,NMI,163,6E
,,,,,,,,20:10:00,21:15:00,1295,J,7M8,1234567,CCJ,1743,QP
,,,,,,,,20:10:00,22:00:00,186,J,32N,1  4567,DOH,931,IX
,,,,,,,,20:10:00,22:00:00,378,J,7M8, 23 56 ,DOH,931,IX
,,,,,,,,20:15:00,22:00:00,220,J,32Q,4,BOM,5376,6E
,,,,,,,,20:15:00,22:00:00,440,J,32Q,1    6 ,BOM,5376,6E
S5,184,NDC,1234567,E75,J,616,18:45:00,20:15:00,,,,,,,,
QP,1324,GAU,1  4   ,7M8,J,370,16:55:00,20:15:00,,,,,,,,
9I,508,COK,3,AT7,J,70,18:50:00,20:15:00,,,,,,,,
,,,,,,,,20:15:00,22:50:00,1302,J,32N,1234567,PAT,6120,6E
,,,,,,,,20:15:00,22:00:00,880,J,32Q, 23 5 7,BOM,5376,6E
UL,171,CMB,1   5 7,320,J,408,18:55:00,20:20:00,,,,,,,,
,,,,,,,,20:20:00,23:00:00,1624,J,32Q,1234567,CCU,975,6E
,,,,,,,,20:20:00,21:15:00,1160,J,32Q,1234567,MAA,6077,6E
,,,,,,,,20:20:00,21:25:00,464,J,32Q,1234567,MAA,6077,6E
QP,1424,VNS,1234567,7M8,J,1295,17:50:00,20:25:00,,,,,,,,
,,,,,,,,20:25:00,22:10:00,1232,J,7M8,1234567,NMI,1360,IX
6E,5047,BOM,1234567,32Q,J,1540,18:30:00,20:25:00,,,,,,,,
,,,,,,,,20:25:00,21:30:00,372,J,32N,1     7,COK,435,6E
,,,,,,,,20:25:00,21:30:00,930,J,32N,23456,COK,435,6E
IX,2983,TRV,1234567,7M8,J,1134,19:05:00,20:30:00,,,,,,,,
,,,,,,,,20:30:00,22:40:00,164,J,32N,7,BOM,2850,AI
6E,6276,PAT,1234567,32N,J,1302,17:55:00,20:30:00,,,,,,,,
,,,,,,,,20:30:00,22:55:00,558,J,32N,12  5  ,KWI,927,IX
,,,,,,,,20:30:00,23:40:00,1624,J,32Q,1234567,IXC,6385,6E
,,,,,,,,20:30:00,22:40:00,984,J,32N,123456,BOM,2850,AI
AI,2641,BOM,1234567,32N,J,1148,18:30:00,20:35:00,,,,,,,,
6E,808,BDQ,1234567,32Q,J,1624,18:20:00,20:35:00,,,,,,,,
,,,,,,,,20:35:00,22:45:00,1302,J,32N,1234567,AMD,2015,IX
6E,6303,GOP,1234567,32N,J,1302,18:00:00,20:35:00,,,,,,,,
,,,,,,,,20:40:00,23:30:00,1540,J,32Q,1234567,DEL,817,6E
IX,2874,PNQ,1234567,7M8,J,1232,18:55:00,20:40:00,,,,,,,,
,,,,,,,,20:40:00,22:05:00,1302,J,32N,1234567,PNQ,441,6E
QP,1905,AMD,1234567,7M8,J,1295,18:10:00,20:40:00,,,,,,,,
