Airline,FlightNumber,Origin,Op. days,Equipment,Service type,Seats,Departure time,Hub time,Arrival time,Seats,Service type,Equipment,Op. days,Arrival,FlightNumber,Airline
"","","","","","","","","09:40:00","12:00:00","1148","J","32N","1234567","HYD","2542","AI"
"","","","","","","","","09:45:00","11:00:00","1624","J","32Q","1234567","AYJ","2701","6E"
"","","","","","","","","09:45:00","11:05:00","1323","J","73H","1234567","SXR","130","SG"
"","","","","","","","","09:45:00","11:20:00","1302","J","32N","1234567","SXR","5339","6E"
"","","","","","","","","09:45:00","13:00:00","180","J","32N"," 2     ","COK","1763","AI"
"SG","122","IXL","1234567","73G","J","1043","08:05:00","09:45:00","","","","","","","",""
"SV","0756","JED","      7","777","J","381","01:50:00","09:45:00","","","","","","","",""
"","","","","","","","","09:45:00","10:55:00","1302","J","32N","1234567","JDH","2298","6E"
"AI","138","MXP","1 3 567","788","J","1295","21:15:00","09:45:00","","","","","","","",""
"AI","156","AMS","  3  67","788","J","777","20:35:00","09:45:00","","","","","","","",""
"SV","0756","JED","1 3 5  ","777","J","762","01:50:00","09:45:00","","","","","","","",""
"6E","5004","HSR","1234567","32Q","J","1624","07:55:00","09:45:00","","","","","","","",""
"AI","2930","BOM","1234567","32N","J","1148","07:30:00","09:45:00","","","","","","","",""
"AI","156","AMS","12 45  ","788","J","1036","20:40:00","09:45:00","","","","","","","",""
"AI","1834","JAI","1234567","32N","J","1148","08:50:00","09:45:00","","","","","","","",""
"AI","1808","BDQ","1234567","32N","J","1148","08:00:00","09:45:00","","","","","","","",""
"6E","844","BLR","1234567","32Q","J","1540","07:00:00","09:50:00","","","","","","","",""
"IX","1348","PAT","1234567","7M8","J","1232","08:00:00","09:50:00","","","","","","","",""
"MS","973","CAI","1    67","32N","J","426","00:59:00","09:50:00","","","","","","","",""
"RA","205","KTM"," 2 4 6 ","320","J","474","08:10:00","09:50:00","","","","","","","",""
"","","","","","","","","09:50:00","11:30:00","1148","J","32N","1234567","SXR","1792","AI"
"","","","","","","","","09:50:00","11:40:00","518","J","788","1  4   ","AMD","423","AI"
"","","","","","","","","09:50:00","12:10:00","1148","J","32N","1234567","DXB","917","AI"
"AI","142","CDG","1234567","788","J","1813","20:45:00","09:55:00","","","","","","","",""
"","","","","","","","","09:55:00","12:20:00","440","J","32Q"," 2  5  ","HYD","6293","6E"
"","","","","","","","","09:55:00","11:30:00","1302","J","32N","1234567","SXR","1980","IX"
"","","","","","","","","09:55:00","11:05:00","1116","J","32N","12 4567","LKO","2319","6E"
"","","","","","","","","09:55:00","11:55:00","186","J","32N","  3    ","NMI","2721","6E"
"AI","2832","MAA","1234567","32N","J","1148","06:55:00","09:55:00","","","","","","","",""
"","","","","","","","","09:55:00","12:20:00","1100","J","32Q","1 34 67","HYD","6293","6E"
"AI","1886","BHO","1234567","32N","J","1148","08:25:00","09:55:00","","","","","","","",""
"","","","","","","","","09:55:00","11:25:00","450","J","DH4"," 234 67","DHM","2450","SG"
"6E","6074","BBI","1234567","32N","J","1302","07:40:00","09:55:00","","","","","","","",""
"6E","773","TRV","1234567","32Q","J","1624","06:30:00","10:00:00","","","","","","","",""
"8M","620","RGN","1 3 5  ","E90","J","294","07:20:00","10:00:00","","","","","","","",""
"AI","158","CPH","12 4 6 ","788","J","1036","21:10:00","10:00:00","","","","","","","",""
"AI","2654","BLR","1234567","32N","J","1148","07:00:00","10:00:00","","","","","","","",""
"AI","2860","HYD","1234567","32N","J","1148","07:30:00","10:00:00","","","","","","","",""
"6E","6083","IXL"," 234567","32N","J","1116","08:35:00","10:00:00","","","","","","","",""
"","","","","","","","","10:00:00","12:25:00","1148","J","32N","1234567","BOM","2995","AI"
"AI","2030","FRA","1234567","789","J","2093","21:15:00","10:00:00","","","","","","","",""
"","","","","","","","","10:00:00","12:20:00","1295","J","7M8","1234567","BOM","1110","QP"
"","","","","","","","","10:00:00","12:45:00","984","J","32N","123 567","MAA","2467","AI"
"","","","","","","","","10:00:00","12:30:00","232","J","32Q","  3    ","GOX","907","6E"
"","","","","","","","","10:00:00","11:25:00","546","J","AT7","1234567","BKB","7442","6E"
"","","","","","","","","10:00:00","11:35:00","1392","J","32Q","12 4567","AMD","907","6E"
"","","","","","","","","10:00:00","12:45:00","164","J","32N","   4   ","MAA","2467","AI"
"QP","1607","PNQ","1234567","7M8","J","1295","07:45:00","10:05:00","","","","","","","",""
"","","","","","","","","10:05:00","15:20:00","216","J","789","1  4   ","LHR","256","BA"
"","","","","","","","","10:05:00","15:20:00","1224","J","788"," 234567","LHR","256","BA"
"AI","2470","PNQ","1234567","321","J","1316","07:40:00","10:05:00","","","","","","","",""
"6E","6243","GOI","     6 ","32Q","J","232","07:25:00","10:10:00","","","","","","","",""
"6E","6083","IXL","1      ","32N","J","186","08:35:00","10:10:00","","","","","","","",""
"6E","2001","PAT","1 3  67","32N","J","744","08:20:00","10:15:00","","","","","","","",""
"6E","2001","PAT"," 2 45  ","32N","J","558","08:20:00","10:15:00","","","","","","","",""
"6E","333","BOM","1234567","32Q","J","1540","08:00:00","10:15:00","","","","","","","",""
"AI","818","AMD","1234567","321","J","1274","08:25:00","10:15:00","","","","","","","",""
"","","","","","","","","10:15:00","12:35:00","1540","J","32Q","1234567","BOM","6328","6E"
"","","","","","","","","10:15:00","12:25:00","704","J","7M8","1 3 5 7","PNQ","1083","IX"
"","","","","","","","","10:15:00","12:25:00","372","J","32N"," 2 4   ","PNQ","1083","IX"
"","","","","","","","","10:15:00","12:30:00","1540","J","32Q","1234567","CCU","894","6E"
"","","","","","","","","10:20:00","12:05:00","1323","J","73H","1234567","SXR","253","SG"
"6E","6460","RPR","1234567","32Q","J","1624","08:25:00","10:20:00","","","","","","","",""
"6E","6399","STV","1234567","32Q","J","1624","08:30:00","10:20:00","","","","","","","",""
"AI","2428","BOM","1234567","32N","J","1148","08:00:00","10:20:00","","","","","","","",""
"6E","7484","DHM","1234567","AT7","J","546","08:50:00","10:20:00","","","","","","","",""
"","","","","","","","","10:20:00","11:55:00","180","J","32N"," 2     ","SXR","1761","AI"
"AI","416","NAG","1234567","319","J","854","08:40:00","10:25:00","","","","","","","",""
"","","","","","","","","10:25:00","13:20:00","1134","J","7M8","1234567","BLR","2749","IX"
"IX","1037","SXR","1234567","320","J","1260","08:35:00","10:25:00","","","","","","","",""
"","","","","","","","","10:25:00","12:50:00","1524","J","788","1 34567","DOH","571","QR"
"6E","2146","LKO","1234567","32N","J","1302","09:10:00","10:25:00","","","","","","","",""
"","","","","","","","","10:25:00","12:55:00","1392","J","32Q","12345 7","GOI","2277","6E"
"","","","","","","","","10:25:00","12:00:00","1043","J","73G","1234567","IXL","123","SG"
"6E","964","JLR","1234567","32A","J","1260","08:50:00","10:25:00","","","","","","","",""
"","","","","","","","","10:25:00","13:40:00","1080","J","32N","1 34567","COK","1763","AI"
"","","","","","","","","10:25:00","11:50:00","1624","J","32Q","1234567","VNS","5025","6E"
"","","","","","","","","10:25:00","11:40:00","1148","J","32N","1234567","ATQ","1773","AI"
"","","","","","","","","10:25:00","12:55:00","232","J","32Q","     6 ","GOI","2277","6E"
"","","","","","","","","10:25:00","12:50:00","283","J","359"," 2     ","DOH","571","QR"
"","","","","","","","","10:30:00","12:50:00","1148","J","32N","1234567","BBI","1795","AI"
"","","","","","","","","10:30:00","12:50:00","984","J","32N","123 567","BOM","2425","AI"
"","","","","","","","","10:30:00","13:15:00","1624","J","32Q","1234567","IMF","5118","6E"
"","","","","","","","","10:30:00","12:50:00","1148","J","32N","1234567","HYD","2859","AI"
"","","","","","","","","10:30:00","13:20:00","1148","J","32N","1234567","BLR","2485","AI"
"","","","","","","","","10:30:00","12:50:00","259","J","788","   4   ","BOM","2425","AI"
"TG","323","BKK","1 3 5  ","333","J","792","07:35:00","10:35:00","","","","","","","",""
"KC","907","ALA","  3    ","320","J","148","06:35:00","10:35:00","","","","","","","",""
"TG","323","BKK"," 2 4 67","333","J","1056","07:35:00","10:35:00","","","","","","","",""
"6E","6221","BDQ","1234567","32N","J","1302","08:45:00","10:35:00","","","","","","","",""
"KC","907","ALA","12 4 67","320","J","740","06:45:00","10:35:00","","","","","","","",""
"AI","1810","SXR","1234567","32N","J","1260","08:50:00","10:35:00","","","","","","","",""
"KC","907","ALA","    5  ","320","J","148","06:50:00","10:35:00","","","","","","","",""
"SG","757","GAU","1234567","73H","J","1323","08:05:00","10:35:00","","","","","","","",""
"","","","","","","","","10:35:00","12:40:00","1624","J","32Q","1234567","RDP","2771","6E"
"IX","1109","GOI","12345 7","7M8","J","972","08:00:00","10:40:00","","","","","","","",""
"AI","1836","IXU","1234567","32N","J","1148","08:40:00","10:40:00","","","","","","","",""
"","","","","","","","","10:40:00","12:05:00","1148","J","32N","1234567","BHO","1723","AI"
"","","","","","","","","10:40:00","13:20:00","528","J","7M8"," 2 4 6 ","GAU","1069","IX"
"","","","","","","","","10:40:00","13:20:00","558","J","32N","1   5 7","GAU","1069","IX"
"IX","1464","NMI","1234567","320","J","1624","08:45:00","10:45:00","","","","","","","",""
"","","","","","","","","10:45:00","13:40:00","1540","J","32Q","1234567","BLR","842","6E"
"","","","","","","","","10:45:00","13:30:00","328","J","32N","  3   7","GOI","2627","AI"
"","","","","","","","","10:45:00","13:30:00","1295","J","7M8","1234567","GOX","1817","QP"
"6E","6475","IXJ","1234567","32Q","J","1624","09:15:00","10:45:00","","","","","","","",""
"","","","","","","","","10:45:00","12:30:00","1148","J","32N","1234567","PAT","2523","AI"
"AI","114","BHX"," 2  5 7","788","J","777","20:30:00","10:45:00","","","","","","","",""
"","","","","","","","","10:45:00","13:30:00","820","J","32N","12 456 ","GOI","2627","AI"
"","","","","","","","","10:45:00","11:55:00","1624","J","32Q","1234567","UDR","6376","6E"
"","","","","","","","","10:45:00","12:20:00","1302","J","32N","1234567","IXL","6084","6E"
"6E","6243","GOI","12345 7","32Q","J","1392","08:10:00","10:45:00","","","","","","","",""
"","","","","","","","","10:50:00","12:15:00","540","J","320"," 2 4 6 ","ATQ","1683","IX"
"6E","896","CCU","1 3  67","32Q","J","880","08:25:00","10:50:00","","","","","","","",""
"C6","557","TAS"," 2  5 7","320","J","540","06:40:00","10:50:00","","","","","","","",""
"T5","533","ASB","   4   ","73G","J","128","06:30:00","10:50:00","","","","","","","",""
"AI","2970","BOM","1234567","32N","J","1148","08:30:00","10:50:00","","","","","","","",""
"6E","896","CCU"," 2  5  ","32Q","J","440","08:25:00","10:50:00","","","","","","","",""
"6E","896","CCU","   4   ","32Q","J","220","08:25:00","10:50:00","","","","","","","",""
"","","","","","","","","10:50:00","12:15:00","1295","J","7M8","1234567","AYJ","1607","QP"
"","","","","","","","","10:50:00","13:05:00","1116","J","32N","1 34567","IXB","5307","6E"
"","","","","","","","","10:50:00","13:05:00","1035","J","77W"," 2 4 6 ","CCU","183","AI"
"","","","","","","","","10:50:00","12:50:00","474","J","320"," 2 4 6 ","KTM","206","RA"
"","","","","","","","","10:50:00","12:15:00","186","J","32N"," 2     ","HJR","5137","6E"
"","","","","","","","","10:55:00","17:45:00","2366","J","789","1234567","LHR","3","6E"
"","","","","","","","","10:55:00","12:20:00","1116","J","32N","12345 7","IXD","2349","6E"
"","","","","","","","","10:55:00","12:15:00","186","J","32N","     6 ","HJR","2037","6E"
"","","","","","","","","10:55:00","15:10:00","294","J","E90","1 3 5  ","RGN","621","8M"
"","","","","","","","","10:55:00","12:25:00","1232","J","7M8","1234567","IXJ","1074","IX"
"B3","773","KTM","1 3 5  ","319","J","126","09:40:00","10:55:00","","","","","","","",""
"AI","2466","HYD","1234567","32N","J","1148","08:35:00","10:55:00","","","","","","","",""
"B3","773","KTM","1 3    ","319","J","252","09:40:00","10:55:00","","","","","","","",""
"AI","2808","BLR","1234567","32N","J","1148","08:00:00","10:55:00","","","","","","","",""
"","","","","","","","","11:00:00","13:15:00","1540","J","32Q","1234567","BOM","6047","6E"
"6E","6426","VTZ","1234567","32N","J","1302","08:20:00","11:00:00","","","","","","","",""
"","","","","","","","","11:00:00","13:00:00","2520","J","77W","1234567","DXB","511","EK"
"AI","2018","LHR","1234567","789","J","2093","20:35:00","11:00:00","","","","","","","",""
"","","","","","","","","11:00:00","13:50:00","1540","J","32Q","1234567","MAA","434","6E"
"","","","","","","","","11:00:00","13:25:00","1148","J","32N","1234567","BOM","2945","AI"
"","","","","","","","","11:00:00","13:40:00","744","J","32N","12 4 6 ","JRH","767","6E"
"","","","","","","","","11:00:00","13:40:00","558","J","32N","  3 5 7","AJL","765","6E"
"","","","","","","","","11:00:00","16:55:00","1148","J","32N","1234567","BKK","2332","AI"
"","","","","","","","","11:00:00","12:10:00","1624","J","32Q","1234567","ATQ","2317","6E"
"6E","2661","PNQ","1234567","32Q","J","1624","08:50:00","11:05:00","","","","","","","",""
"AI","2778","CCU","1234567","32N","J","1148","08:30:00","11:05:00","","","","","","","",""
"IX","1068","IXB","1234567","320","J","1624","08:45:00","11:05:00","","","","","","","",""
"AI","2886","MAA","1234567","32N","J","1148","08:05:00","11:05:00","","","","","","","",""
"6E","849","BLR","1234567","32Q","J","1540","08:15:00","11:05:00","","","","","","","",""
"AI","1812","RPR","1234567","32N","J","1260","08:55:00","11:10:00","","","","","","","",""
"AI","2016","LHR","      7","789","J","278","20:45:00","11:10:00","","","","","","","",""
"","","","","","","","","11:10:00","16:15:00","1806","J","789","1234567","LHR","301","VS"
"AI","1838","PNQ","1234567","32N","J","1148","08:45:00","11:10:00","","","","","","","",""
"","","","","","","","","11:10:00","12:15:00","1116","J","32N","12 4567","LKO","2147","6E"
"6E","2370","IXR","1234567","32N","J","1302","09:10:00","11:10:00","","","","","","","",""
"","","","","","","","","11:10:00","13:05:00","1302","J","32N","1234567","KTM","1153","6E"
"","","","","","","","","11:10:00","14:10:00","1050","J","320","1234567","DAC","237","AI"
"","","","","","","","","11:10:00","12:20:00","984","J","32N","123456 ","IXC","2532","AI"
"","","","","","","","","11:10:00","12:45:00","1260","J","32A","1234567","PAT","2373","6E"
"","","","","","","","","11:10:00","12:15:00","186","J","32N","  3    ","HJR","2037","6E"
"","","","","","","","","11:15:00","12:55:00","1260","J","320","1234567","PAT","1510","IX"
"","","","","","","","","11:15:00","12:55:00","1323","J","73H","1234567","SXR","980","SG"
"AI","2591","IDR","1234567","32N","J","1260","09:40:00","11:15:00","","","","","","","",""
"6E","355","BOM","1234567","32Q","J","1540","09:00:00","11:15:00","","","","","","","",""
"6E","4","LHR","1234567","789","J","2366","20:10:00","11:15:00","","","","","","","",""
"AI","2385","KUL","12  567","32N","J","820","08:05:00","11:15:00","","","","","","","",""
"AI","1890","BOM","1234567","32N","J","1148","09:00:00","11:15:00","","","","","","","",""
"AI","2946","AMD","     67","32N","J","328","09:30:00","11:20:00","","","","","","","",""
"AI","2946","AMD","1  45  ","321","J","188","09:30:00","11:20:00","","","","","","","",""
"6E","6530","DED","1234567","32N","J","1302","10:35:00","11:20:00","","","","","","","",""
"6E","5134","SXR","1234567","32Q","J","1624","09:40:00","11:20:00","","","","","","","",""
"AI","2946","AMD","12345  ","321","J","752","09:30:00","11:20:00","","","","","","","",""
"","","","","","","","","11:20:00","12:45:00","312","J","AT7","12 45  ","DHM","7485","6E"
"","","","","","","","","11:20:00","12:50:00","1624","J","32Q","1234567","IDR","6488","6E"
"","","","","","","","","11:20:00","12:35:00","1392","J","32Q","123456 ","SXR","6132","6E"
"","","","","","","","","11:20:00","20:20:00","1295","J","788"," 2 4567","PVG","352","AI"
"","","","","","","","","11:20:00","12:35:00","232","J","32Q","      7","SXR","6132","6E"
"","","","","","","","","11:20:00","13:05:00","1260","J","32A","1234567","PXN","6175","6E"
"QP","1802","CCU","1234567","7M8","J","1295","08:55:00","11:25:00","","","","","","","",""
"","","","","","","","","11:25:00","14:25:00","1143","J","777","1 3   7","JED","0757","SV"
"6E","64","JED","1234567","32N","J","1302","03:00:00","11:25:00","","","","","","","",""
"IX","1003","AYJ","1 34567","7M8","J","1056","09:55:00","11:30:00","","","","","","","",""
"KB","200","PBH","1234567","31B","J","826","09:40:00","11:30:00","","","","","","","",""
"IX","1003","AYJ"," 2     ","7M8","J","176","09:55:00","11:30:00","","","","","","","",""
"AI","2572","VGA","1234567","32N","J","1148","08:50:00","11:30:00","","","","","","","",""
"AI","1850","VNS","1234567","32N","J","1260","09:50:00","11:30:00","","","","","","","",""
"","","","","","","","","11:30:00","13:00:00","930","J","32N","1 34 67","IXL","6350","6E"
"","","","","","","","","11:30:00","13:00:00","372","J","32N"," 2  5  ","IXL","6350","6E"
"","","","","","","","","11:30:00","12:45:00","1274","J","321","1234567","ATQ","491","AI"
"","","","","","","","","11:30:00","14:30:00","1134","J","7M8","1234567","DIB","1561","IX"
"","","","","","","","","11:30:00","13:05:00","1148","J","32N","1234567","SXR","1739","AI"
"","","","","","","","","11:30:00","18:25:00","777","J","788","  3 5 7","BHX","113","AI"
"","","","","","","","","11:30:00","14:45:00","1148","J","32N","1234567","CJB","1721","AI"
"6E","2179","AMD","  3    ","32Q","J","232","09:50:00","11:35:00","","","","","","","",""
"","","","","","","","","11:35:00","14:30:00","888","J","320","12 4567","ALA","908","KC"
"6E","5052","GOP","1234567","32N","J","1302","10:05:00","11:35:00","","","","","","","",""
"IX","1060","BBI","1234567","7M8","J","1232","09:05:00","11:35:00","","","","","","","",""
"","","","","","","","","11:35:00","13:40:00","1050","J","320","1234567","KTM","217","AI"
"AI","2391","HAN","1 3 567","32N","J","820","08:20:00","11:35:00","","","","","","","",""
"","","","","","","","","11:35:00","14:40:00","148","J","320","  3    ","ALA","908","KC"
"AI","2333","BKK","1234567","32N","J","1148","08:40:00","11:35:00","","","","","","","",""
"6E","2179","AMD","12 4567","32Q","J","1392","09:50:00","11:35:00","","","","","","","",""
"IX","1047","IXR","1234567","7M8","J","1232","09:30:00","11:40:00","","","","","","","",""
"AI","282","CMB","1234567","320","J","1050","08:00:00","11:40:00","","","","","","","",""
"AI","1848","SXR","1 34567","32N","J","1080","09:55:00","11:40:00","","","","","","","",""
"6E","2512","IXG","1234567","32A","J","1260","09:10:00","11:40:00","","","","","","","",""
"AI","2455","IXL","1234567","32N","J","1148","10:00:00","11:40:00","","","","","","","",""
"","","","","","","","","11:40:00","13:20:00","984","J","32N","12 4567","AMD","2715","AI"
"","","","","","","","","11:40:00","13:05:00","1624","J","32Q","1234567","IXJ","6010","6E"
"","","","","","","","","11:40:00","17:35:00","1848","J","333","1234567","BKK","324","TG"
"6E","2102","GOX","1234567","32Q","J","1624","09:10:00","11:45:00","","","","","","","",""
"6E","6806","CJB","1234567","32N","J","1302","08:40:00","11:45:00","","","","","","","",""
"AI","315","HKG","1234567","788","J","1554","08:20:00","11:45:00","","","","","","","",""
"AI","315","HKG","1234567","321","J","188","08:20:00","11:45:00","","","","","","","",""
"","","","","","","","","11:45:00","13:20:00","1302","J","32N","1234567","IXL","6429","6E"
"","","","","","","","","11:45:00","14:00:00","1540","J","32Q","1234567","HYD","884","6E"
"6E","2365","IXM","  3 5  ","32N","J","372","08:30:00","11:50:00","","","","","","","",""
"","","","","","","","","11:50:00","13:05:00","232","J","320","     6 ","LKO","1617","IX"
"AI","496","ATQ","1234567","321","J","1274","10:20:00","11:50:00","","","","","","","",""
"","","","","","","","","11:50:00","12:40:00","1302","J","32N","1234567","DED","2204","6E"
"AI","2432","BOM","1 3 56 ","32N","J","656","09:30:00","11:50:00","","","","","","","",""
"AI","2379","HKT","1234567","32N","J","1148","08:25:00","11:50:00","","","","","","","",""
"","","","","","","","","11:50:00","13:10:00","1260","J","32N","1234567","UDR","1737","AI"
"AI","2432","BOM"," 2 4  7","32N","J","492","09:30:00","11:50:00","","","","","","","",""
"","","","","","","","","11:50:00","13:50:00","232","J","32Q","     6 ","SAG","2487","6E"
"AI","214","KTM","1234567","320","J","1050","10:05:00","11:50:00","","","","","","","",""
"","","","","","","","","11:50:00","13:05:00","1392","J","320","12345 7","LKO","1617","IX"
"","","","","","","","","11:50:00","14:05:00","1392","J","32Q","12345 7","PNQ","2487","6E"
"IX","136","SHJ","1234567","320","J","1260","06:30:00","11:55:00","","","","","","","",""
"","","","","","","","","11:55:00","13:40:00","252","J","319","1 3    ","KTM","774","B3"
"","","","","","","","","11:55:00","14:30:00","1624","J","320","1234567","GOI","1068","IX"
"","","","","","","","","11:55:00","13:00:00","1260","J","32N","1234567","JAI","1719","AI"
"","","","","","","","","11:55:00","13:40:00","126","J","319","1 3 5  ","KTM","774","B3"
"","","","","","","","","12:00:00","14:25:00","984","J","32N"," 234567","BOM","1785","AI"
"","","","","","","","","12:00:00","14:15:00","1540","J","32Q","1234567","BOM","6676","6E"
"6E","2111","LKO","12 4567","32N","J","1116","10:45:00","12:00:00","","","","","","","",""
"","","","","","","","","12:00:00","13:00:00","854","J","319","1234567","DED","2907","AI"
"6E","2365","IXM","12 4 67","32N","J","930","08:30:00","12:00:00","","","","","","","",""
"","","","","","","","","12:00:00","16:05:00","426","J","32N","1    67","CAI","974","MS"
"AI","2868","BLR","1234567","32N","J","1148","09:00:00","12:00:00","","","","","","","",""
"","","","","","","","","12:00:00","14:45:00","1302","J","32N","1234567","DIB","6551","6E"
"","","","","","","","","12:00:00","17:15:00","1035","J","77W","  3 5 7","VIE","189","AI"
"AI","886","HSR","1234567","321","J","1274","10:00:00","12:00:00","","","","","","","",""
"6E","2111","DED","  3    ","32N","J","186","11:05:00","12:00:00","","","","","","","",""
"AI","2381","SIN","1234567","321","J","1316","08:25:00","12:00:00","","","","","","","",""
"AI","1814","BBI","1234567","32N","J","1148","09:40:00","12:05:00","","","","","","","",""
"IX","1462","IMF","1234567","7M8","J","1134","09:05:00","12:05:00","","","","","","","",""
"","","","","","","","","12:05:00","13:50:00","1295","J","7M8","1234567","SXR","1802","QP"
"","","","","","","","","12:10:00","13:45:00","1148","J","32N","1234567","IDR","2515","AI"
"","","","","","","","","12:10:00","15:20:00","984","J","32N","1 34567","COK","2458","AI"
"","","","","","","","","12:10:00","14:35:00","540","J","320"," 2  5 7","TAS","558","C6"
"","","","","","","","","12:10:00","14:05:00","1148","J","32N","1234567","RPR","2635","AI"
"6E","404","MAA","1234567","32Q","J","1540","09:15:00","12:10:00","","","","","","","",""
"","","","","","","","","12:10:00","15:10:00","656","J","32N"," 2345  ","MAA","2483","AI"
"","","","","","","","","12:10:00","14:40:00","232","J","32Q","      7","GOI","358","6E"
"","","","","","","","","12:10:00","15:10:00","492","J","32N","1    67","MAA","2483","AI"
"","","","","","","","","12:10:00","14:40:00","1392","J","32Q","123456 ","GOI","358","6E"
"QP","1832","NMI","1234567","7M8","J","1295","09:50:00","12:10:00","","","","","","","",""
"AI","1866","HYD","1234567","32N","J","1148","09:40:00","12:10:00","","","","","","","",""
"HY","423","TAS","     6 ","788","J","246","08:45:00","12:15:00","","","","","","","",""
"MH","172","KUL"," 2 45  ","7M8","J","522","09:00:00","12:15:00","","","","","","","",""
"HY","423","TAS","1  4   ","767","J","264","08:45:00","12:15:00","","","","","","","",""
"HY","423","TAS","1      ","787","J","270","08:45:00","12:15:00","","","","","","","",""
"IX","1236","IDR","1234567","7M8","J","1232","10:40:00","12:15:00","","","","","","","",""
"","","","","","","","","12:15:00","15:00:00","558","J","32N","  3 5 7","HGI","5365","6E"
"HY","9431","NMA","    5  ","32A","J","174","09:10:00","12:15:00","","","","","","","",""
"","","","","","","","","12:15:00","15:00:00","744","J","32N","12 4 6 ","HGI","5927","6E"
"","","","","","","","","12:15:00","15:20:00","1540","J","32Q","1234567","BLR","850","6E"
"HY","423","TAS","  3    ","32N","J","150","08:45:00","12:15:00","","","","","","","",""
"","","","","","","","","12:20:00","16:00:00","128","J","73G","   4   ","ASB","534","T5"
"","","","","","","","","12:20:00","14:30:00","1056","J","7M8","1 34567","IXB","1003","IX"
"","","","","","","","","12:20:00","14:15:00","1260","J","32A","1234567","IXR","2259","6E"
"6E","6125","IXB"," 2     ","32A","J","180","10:05:00","12:20:00","","","","","","","",""
"AI","2430","BOM","1234567","32N","J","328","10:00:00","12:20:00","","","","","","","",""
"SG","126","IXL","1234567","73G","J","1043","10:50:00","12:20:00","","","","","","","",""
"AI","1892","PAT","1234567","32N","J","1260","10:20:00","12:20:00","","","","","","","",""
"","","","","","","","","12:20:00","13:55:00","1392","J","32Q","12 4567","AMD","2331","6E"
"6E","6125","IXB","1 34567","32A","J","1080","10:05:00","12:20:00","","","","","","","",""
"6E","6042","SXR","1234567","32Q","J","1624","10:30:00","12:20:00","","","","","","","",""
"AI","2430","BOM","12345 7","32N","J","820","10:00:00","12:20:00","","","","","","","",""
"AI","2016","LHR","  3 5  ","789","J","556","21:45:00","12:20:00","","","","","","","",""
"","","","","","","","","12:25:00","21:50:00","1316","J","321","1234567","MNL","2362","AI"
"","","","","","","","","12:25:00","14:45:00","1232","J","7M8","1234567","BBI","1059","IX"
"","","","","","","","","12:30:00","15:00:00","1160","J","32Q","1 34 67","GOX","2707","6E"
"","","","","","","","","12:30:00","15:20:00","826","J","31B","1234567","PBH","201","KB"
"6E","830","BLR","1234567","32Q","J","1540","09:30:00","12:30:00","","","","","","","",""
"","","","","","","","","12:30:00","14:45:00","656","J","32N"," 2345  ","HYD","2899","AI"
"6E","6052","BOM","1234567","32Q","J","1540","10:00:00","12:30:00","","","","","","","",""
"","","","","","","","","12:30:00","14:45:00","492","J","32N","1    67","HYD","2899","AI"
"IX","1684","ATQ","12 4 6 ","320","J","720","11:05:00","12:30:00","","","","","","","",""
"","","","","","","","","12:30:00","15:00:00","464","J","32Q"," 2  5  ","GOX","2707","6E"
"6E","2269","PAT","1234567","32N","J","1302","10:30:00","12:30:00","","","","","","","",""
"B3","773","PBH"," 2 4 67","319","J","126","10:40:00","12:30:00","","","","","","","",""
"B3","773","PBH"," 2 4 6 ","319","J","378","10:40:00","12:30:00","","","","","","","",""
"6E","6281","HYD","1234567","32Q","J","1540","10:00:00","12:30:00","","","","","","","",""
"AI","880","GAU","1234567","321","J","1274","09:55:00","12:30:00","","","","","","","",""
"","","","","","","","","12:35:00","15:30:00","232","J","32Q","1 3 5 7","DAC","1103","6E"
"AI","2536","CCU","1234567","32N","J","1148","09:55:00","12:35:00","","","","","","","",""
"","","","","","","","","12:35:00","15:30:00","1392","J","32Q","1234567","DAC","1103","6E"
"","","","","","","","","12:40:00","16:05:00","1092","J","321","12 4567","CMB","281","AI"
"","","","","","","","","12:40:00","18:55:00","1554","J","788","1 34567","AMS","155","AI"
"","","","","","","","","12:40:00","18:50:00","259","J","788"," 2     ","AMS","155","AI"
"","","","","","","","","12:40:00","14:05:00","1302","J","32N","1234567","SXR","2496","6E"
"","","","","","","","","12:40:00","14:40:00","1232","J","7M8","1234567","IXR","1054","IX"
"6E","899","CCU","1234567","32Q","J","1540","10:15:00","12:40:00","","","","","","","",""
"","","","","","","","","12:40:00","15:30:00","1302","J","32N","1234567","DMU","2107","6E"
"6E","1152","KTM","1234567","32N","J","1302","10:50:00","12:40:00","","","","","","","",""
"AI","2526","MAA","1234567","32N","J","1148","09:50:00","12:45:00","","","","","","","",""
"6E","6373","DIB","1234567","32A","J","1260","09:40:00","12:45:00","","","","","","","",""
"","","","","","","","","12:45:00","15:05:00","1540","J","32Q","1234567","CCU","897","6E"
"9I","804","KUU","1      ","AT4","J","48","11:30:00","12:50:00","","","","","","","",""
"6E","6447","VGA"," 2 4 6 ","32A","J","540","10:20:00","12:50:00","","","","","","","",""
"6E","6447","RJA","1 3 5 7","32A","J","720","10:30:00","12:50:00","","","","","","","",""
"AI","106","EWR"," 23 5 7","359","J","1264","11:30:00","12:50:00","","","","","","","",""
"6E","2449","IXL","1234567","32N","J","1302","11:40:00","12:55:00","","","","","","","",""
"6E","2401","NAG","1234567","32Q","J","1624","11:15:00","12:55:00","","","","","","","",""
